UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,H,L,M,rotational_speed_normalised
3440,L,301.4,310.3,1492,41.4,195.0,0,0,0,0,0,0,0,1,0,0.3157622301520082
7682,L,300.7,311.8,1443,43.7,108.0,0,0,0,0,0,0,0,1,0,0.31576223014888605
518,M,297.5,309.4,1391,58.2,34.0,0,0,0,0,0,0,0,0,1,0.3157622301450518
8848,L,300.1,310.0115802171291,1443,43.5,0.0,0,0,0,0,0,0,0,1,0,0.31576223014888605
7640,L,300.5,311.4,1466,41.8,112.0,0,0,0,0,0,0,0,1,0,0.31576223015040566
5002,M,303.6,312.7,2174,17.6,37.0,0,0,0,0,0,0,0,0,1,0.31576223017150956
309,L,297.9,308.5,1305,47.2,155.0,0,0,0,0,0,0,0,1,0,0.31576223013722626
2261,H,299.1,308.3,1521,36.5,40.0,0,0,0,0,0,0,1,0,0,0.3157622301536637
5781,L,301.7,311.2,1517,42.4,113.0,0,0,0,0,0,0,0,1,0,0.3157622301534432
75,L,298.9,309.0,1601,32.3,202.0,0,0,0,0,0,0,0,1,0,0.31576223015761046
5581,M,300.1,312.2,1458,38.8,34.0,0,0,0,0,0,0,0,0,1,0.3157622301498884
4160,M,302.0,310.5,1639,32.9,94.0,0,0,0,0,0,0,0,0,1,0.3157622301592138
4075,L,302.0,310.0115802171291,1453,42.7,92.0,0,0,0,0,0,0,0,1,0,0.31576223014955906
4322,L,301.7,310.2,1686,28.9,59.0,0,0,0,0,0,0,0,1,0,0.31576223016099453
3087,L,300.0,309.2,1610,32.1,150.0,0,0,0,0,0,0,0,1,0,0.3157622301580045
9633,M,299.0,310.0,1337,57.4,146.0,0,0,0,0,0,0,0,0,1,0.3157622301403841
6462,L,300.6,310.0,1505,35.9,95.0,0,0,0,0,0,0,0,1,0,0.3157622301527668
7678,L,300.6,311.7,1428,52.6,208.0,0,0,0,0,0,0,0,1,0,0.3157622301478393
797,M,296.9,307.9,2010,18.9,86.0,0,0,0,0,0,0,0,0,1,0.3157622301691119
1388,L,298.9,310.1,1823,26.1,131.0,0,0,0,0,0,0,0,1,0,0.315762230165162
6250,L,300.7,310.1,1542,35.5,191.0,0,0,0,0,0,0,0,1,0,0.315762230154783
2653,L,300.1,309.5,1772,23.5,167.0,0,0,0,0,0,0,0,1,0,0.31576223016376603
9801,H,298.5,309.3,1421,50.3,124.0,0,0,0,0,0,0,1,0,0,0.31576223014733495
5607,L,300.1,312.2,1729,23.6,96.0,0,0,0,0,0,0,0,1,0,0.315762230162452
2652,L,299.9,309.5,2008,20.4,165.0,0,0,0,0,0,0,0,1,0,0.3157622301690775
5259,M,303.5,312.9,1572,44.7,84.0,0,0,0,0,0,0,0,0,1,0.31576223015627586
5558,M,302.5,312.0,1436,43.5,184.0,0,0,0,0,0,0,0,0,1,0.3157622301484032
412,L,297.5,308.7,1429,44.3,201.0,0,0,0,0,0,0,0,1,0,0.31576223014791055
4153,M,302.0,310.5,1425,44.7,76.0,0,0,0,0,0,0,0,0,1,0.31576223014762445
6843,L,301.2,311.2,1635,29.6,211.0,0,0,0,0,0,0,0,1,0,0.31576223015905225
7089,M,300.1,310.3,1614,32.7,0.0,0,0,0,0,0,0,0,0,1,0.31576223015817667
8056,H,300.2,311.6,1496,41.1,60.0,0,0,0,0,0,0,1,0,0,0.3157622301522445
3754,L,302.2,311.0,1463,46.8,150.0,0,0,0,0,0,0,0,1,0,0.3157622301502131
3993,L,302.3,311.3,1614,34.1,129.0,0,0,0,0,0,0,0,1,0,0.31576223015817667
2770,M,300.0,309.6,1477,38.1,108.0,0,0,0,0,0,0,0,0,1,0.315762230151098
6073,M,300.9,310.8,1695,30.2,188.0,0,0,0,0,0,0,0,0,1,0.3157622301613124
5742,M,302.3,311.7,1483,40.5,8.0,0,0,0,0,0,0,0,0,1,0.3157622301514667
1635,H,297.9,307.9,1406,58.5,93.0,0,0,0,0,0,0,1,0,0,0.31576223014621874
7292,L,300.2,310.5,1416,46.7,90.0,0,0,0,0,0,0,0,1,0,0.31576223014696836
4952,L,303.8,312.7,1596,36.6,134.0,0,0,0,0,0,0,0,1,0,0.3157622301573875
8739,L,297.3,308.7,1531,36.7,116.0,0,0,0,0,0,0,0,1,0,0.3157622301542047
7605,L,300.4,311.3,1639,34.6,24.0,0,0,0,0,0,0,0,1,0,0.3157622301592138
5685,H,302.2,311.6,1594,36.8,82.0,0,0,0,0,0,0,1,0,0,0.31576223015729754
574,L,297.9,309.9,1472,45.0,183.0,0,0,0,0,0,0,0,1,0,0.31576223015078597
1359,M,298.7,310.1,1693,31.9,51.0,0,0,0,0,0,0,0,0,1,0.31576223016124233
2838,L,300.3,309.1,1699,30.3,178.0,0,0,0,0,0,0,0,1,0,0.3157622301614514
7382,L,300.1,310.3,1495,43.1,101.0,0,0,0,0,0,0,0,1,0,0.3157622301521857
7657,L,300.5,311.6,1541,47.8,156.0,0,0,0,0,0,0,0,1,0,0.3157622301547311
7193,M,300.2,310.2,1429,43.8,54.0,0,0,0,0,0,0,0,0,1,0.31576223014791055
3151,L,300.4,309.8,1513,32.9,117.0,0,0,0,0,0,0,0,1,0,0.3157622301532202
4683,L,303.6,311.8,1567,31.7,97.0,0,0,0,0,0,0,0,1,0,0.3157622301560353
4260,L,302.7,311.2,1545,35.1,128.0,0,0,0,0,0,0,0,1,0,0.3157622301549377
8778,H,297.5,310.0115802171291,1481,38.8,14.0,0,0,0,0,0,0,1,0,0,0.3157622301513445
998,M,296.3,307.2,1446,45.9,180.0,0,0,0,0,0,0,0,0,1,0.31576223014909
6518,L,301.1,310.1,1540,36.6,28.0,0,0,0,0,0,0,0,1,0,0.3157622301546791
4989,L,303.8,313.1,2497,13.0,5.0,1,0,0,1,0,0,0,1,0,0.31576223017452987
432,L,297.5,308.5,1446,41.9,32.0,0,0,0,0,0,0,0,1,0,0.31576223014909
9670,L,299.1,310.3,1619,31.1,242.0,0,0,0,0,0,0,0,1,0,0.31576223015838945
6467,L,300.4,309.7,1740,31.1,113.0,0,0,0,0,0,0,0,1,0,0.3157622301628011
2251,M,299.2,308.4,1396,48.7,13.0,0,0,0,0,0,0,0,0,1,0.3157622301454466
2266,M,299.2,308.4,1330,51.2,56.0,0,0,0,0,0,0,0,0,1,0.31576223013972027
6500,L,300.9,310.0,1671,26.8,199.0,0,0,0,0,0,0,0,1,0,0.31576223016044874
5232,L,303.8,313.1,1458,42.2,25.0,0,0,0,0,0,0,0,1,0,0.3157622301498884
1584,L,298.2,310.0115802171291,1310,61.0,189.0,1,0,0,0,1,0,0,1,0,0.315762230137741
2764,L,299.8,310.0115802171291,1491,47.5,216.0,0,0,0,0,0,0,0,1,0,0.3157622301519487
4277,M,300.1,310.4,1456,47.5,167.0,0,0,0,0,0,0,0,0,1,0.31576223014975724
7953,M,300.9,311.9,1480,40.9,28.0,0,0,0,0,0,0,0,0,1,0.31576223015128313
7524,M,300.1,311.5,1343,46.2,28.0,0,0,0,0,0,0,0,0,1,0.3157622301409418
8771,L,297.4,308.6,1680,32.8,200.0,0,0,0,0,0,0,0,1,0,0.31576223016077865
4324,L,301.8,310.3,1341,50.5,64.0,1,0,1,0,0,0,0,1,0,0.3157622301407571
9434,M,298.0,308.7,1430,51.9,47.0,0,0,0,0,0,0,0,0,1,0.31576223014798155
7624,L,300.6,311.7,1734,29.9,72.0,0,0,0,0,0,0,0,1,0,0.31576223016261185
2647,M,299.8,309.5,1453,43.2,153.0,0,0,0,0,0,0,0,0,1,0.31576223014955906
8931,L,297.4,308.4,1571,39.4,0.0,0,0,0,0,0,0,0,1,0,0.315762230156228
7611,M,300.5,311.3,1507,43.4,41.0,0,0,0,0,0,0,0,0,1,0.3157622301528811
140,L,298.8,308.6,1268,55.8,155.0,0,0,0,0,0,0,0,1,0,0.3157622301331488
2725,M,299.8,309.3,1470,42.7,119.0,0,0,0,0,0,0,0,0,1,0.3157622301506599
4526,M,302.4,310.4,1463,42.2,139.0,0,0,0,0,0,0,0,0,1,0.3157622301502131
8624,M,297.5,308.3,1476,45.6,31.0,0,0,0,0,0,0,0,0,1,0.315762230151036
3183,M,300.1,309.3,1443,50.3,196.0,0,0,0,0,0,0,0,0,1,0.31576223014888605
7503,H,300.3,311.7,1655,29.9,193.0,0,0,0,0,0,0,1,0,0,0.3157622301598437
1653,H,297.9,307.8,1635,34.0,142.0,0,0,0,0,0,0,1,0,0,0.31576223015905225
2625,H,299.7,309.5,1375,46.8,86.0,0,0,0,0,0,0,1,0,0,0.3157622301437479
7190,L,300.4,310.4,1486,46.3,48.0,0,0,0,0,0,0,0,1,0,0.3157622301516487
7062,L,300.6,310.4,1446,49.7,155.0,0,0,0,0,0,0,0,1,0,0.31576223014909
1157,H,297.0,307.8,1404,40.7,184.0,0,0,0,0,0,0,1,0,0,0.31576223014606614
7456,M,300.2,310.0115802171291,1597,39.5,68.0,0,0,0,0,0,0,0,0,1,0.3157622301574323
9156,L,297.5,308.5,1340,57.4,143.0,0,0,0,0,0,0,0,1,0,0.3157622301406643
5561,L,302.4,311.9,1541,37.9,192.0,0,0,0,0,0,0,0,1,0,0.3157622301547311
3262,H,301.3,310.1,1469,39.7,179.0,0,0,0,0,0,0,1,0,0,0.3157622301505966
7929,L,300.6,311.7,1497,43.6,198.0,0,0,0,0,0,0,0,1,0,0.3157622301523032
3134,H,300.2,310.0115802171291,1442,49.2,61.0,0,0,0,0,0,0,1,0,0,0.31576223014881766
965,L,295.7,306.5,1737,26.2,97.0,0,0,0,0,0,0,0,1,0,0.31576223016270677
6680,L,301.6,310.8,1392,42.4,3.0,0,0,0,0,0,0,0,1,0,0.3157622301451312
8682,L,297.2,308.4,1605,30.0,183.0,0,0,0,0,0,0,0,1,0,0.3157622301577867
2123,M,299.2,308.8,1523,38.9,112.0,0,0,0,0,0,0,0,0,1,0.3157622301537731
8925,H,297.1,308.2,1527,42.2,199.0,0,0,0,0,0,0,1,0,0,0.3157622301539901
1595,M,300.1,308.2,1373,51.2,215.0,0,0,0,0,0,0,0,0,1,0.3157622301435804
7672,M,300.5,311.6,1456,51.1,193.0,0,0,0,0,0,0,0,0,1,0.31576223014975724
5077,L,304.2,313.2,1464,44.9,37.0,0,0,0,0,0,0,0,1,0,0.31576223015027743
8028,L,300.6,311.9,1425,44.9,224.0,0,0,0,0,0,0,0,1,0,0.31576223014762445
5966,H,300.5,310.9,1447,46.5,137.0,0,0,0,0,0,0,1,0,0,0.31576223014915755
9510,M,300.1,310.4,1502,39.8,34.0,0,0,0,0,0,0,0,0,1,0.31576223015259414
7716,L,300.5,311.5,1302,49.6,80.0,0,0,0,0,0,0,0,1,0,0.3157622301369135
2864,L,300.6,309.4,1471,44.1,244.0,0,0,0,0,0,0,0,1,0,0.3157622301507231
4297,L,301.8,310.2,2825,5.8,215.0,1,0,0,1,0,0,0,1,0,0.3157622301763047
1387,L,298.9,310.2,1445,40.0,129.0,0,0,0,0,0,0,0,1,0,0.31576223014902216
7245,L,300.0,310.2,1760,26.9,193.0,0,0,0,0,0,0,0,1,0,0.3157622301634127
9485,L,298.9,309.6,1663,33.7,195.0,0,0,0,0,0,0,0,1,0,0.31576223016014926
7327,M,299.9,310.5,1335,52.9,180.0,0,0,0,0,0,0,0,0,1,0.31576223014019594
5458,M,303.0,312.5,1602,33.7,135.0,0,0,0,0,0,0,0,0,1,0.31576223015765464
7671,L,300.5,311.6,1525,37.6,191.0,0,0,0,0,0,0,0,1,0,0.3157622301538819
5013,M,303.8,312.9,1815,27.8,66.0,0,0,0,0,0,0,0,0,1,0.31576223016495375
3456,H,301.4,310.3,1611,41.5,11.0,0,0,0,0,0,0,1,0,0,0.3157622301580477
5959,L,300.6,310.8,1533,38.5,108.0,0,0,0,0,0,0,0,1,0,0.3157622301543111
349,L,297.6,308.3,1617,31.7,39.0,0,0,0,0,0,0,0,1,0,0.3157622301583047
3198,L,300.0,309.1,1465,40.6,9.0,0,0,0,0,0,0,0,1,0,0.31576223015034166
7244,M,300.0,310.2,1393,51.2,190.0,0,0,0,0,0,0,0,0,1,0.3157622301452104
3338,L,301.6,310.8,1564,34.1,150.0,0,0,0,0,0,0,0,1,0,0.31576223015588933
6516,L,301.0,310.0,1480,43.5,21.0,0,0,0,0,0,0,0,1,0,0.31576223015128313
2600,M,299.2,308.9,1447,39.6,22.0,0,0,0,0,0,0,0,0,1,0.31576223014915755
1834,L,297.8,307.3,1327,61.0,186.0,1,0,0,0,1,0,0,1,0,0.3157622301394313
3039,L,300.4,310.0115802171291,1349,50.4,30.0,0,0,0,0,0,0,0,1,0,0.3157622301414892
9393,L,297.6,308.1,1437,46.3,149.0,0,0,0,0,0,0,0,1,0,0.3157622301484728
1156,H,297.0,307.9,1846,27.3,179.0,0,0,0,0,0,0,1,0,0,0.31576223016573995
9978,L,298.6,308.3,1422,40.4,179.0,0,0,0,0,0,0,0,1,0,0.3157622301474077
5316,L,303.6,312.8,1710,27.2,14.0,0,0,0,0,0,0,0,1,0,0.3157622301618268
9803,H,298.4,310.0115802171291,1984,19.2,132.0,0,0,0,0,0,0,1,0,0,0.31576223016865307
1741,M,298.5,307.9,1640,33.1,146.0,0,0,0,0,0,0,0,0,1,0.31576223015925386
7820,L,299.8,310.0115802171291,1369,46.2,146.0,0,0,0,0,0,0,0,1,0,0.31576223014324245
7038,L,300.6,310.6,1514,39.5,87.0,0,0,0,0,0,0,0,1,0,0.31576223015327615
3082,M,300.0,309.3,1932,21.8,135.0,0,0,0,0,0,0,0,0,1,0.31576223016765637
8346,H,298.8,309.8,1490,35.9,171.0,0,0,0,0,0,0,1,0,0,0.31576223015188903
1266,L,297.9,309.4,1558,35.7,39.0,0,0,0,0,0,0,0,1,0,0.315762230155594
4551,M,302.5,310.5,1507,40.2,201.0,0,0,0,0,0,0,0,0,1,0.3157622301528811
7764,L,300.4,311.6,1200,76.6,3.0,1,0,0,1,0,0,0,1,0,0.3157622301242178
7638,H,300.4,311.4,1445,52.4,105.0,0,0,0,0,0,0,1,0,0,0.31576223014902216
8092,L,300.2,311.6,1375,56.9,155.0,0,0,0,0,0,0,0,1,0,0.3157622301437479
105,L,298.8,308.7,1450,43.4,66.0,0,0,0,0,0,0,0,1,0,0.31576223014935917
7713,L,300.5,311.5,1499,37.6,73.0,0,0,0,0,0,0,0,1,0,0.3157622301524201
6772,M,300.1,310.7,1962,22.5,28.0,0,0,0,0,0,0,0,0,1,0.3157622301682448
9956,M,298.2,307.9,1462,38.8,124.0,0,0,0,0,0,0,0,0,1,0.31576223015014854
2509,L,299.0,308.9,1615,30.6,14.0,0,0,0,0,0,0,0,1,0,0.31576223015821947
9055,M,297.3,308.4,1521,38.2,87.0,0,0,0,0,0,0,0,0,1,0.3157622301536637
6463,H,300.6,310.0,1483,44.0,97.0,0,0,0,0,0,0,1,0,0,0.3157622301514667
7136,L,300.5,309.9,1443,48.3,122.0,0,0,0,0,0,0,0,1,0,0.31576223014888605
8287,M,298.8,310.5,1678,32.8,4.0,0,0,0,0,0,0,0,0,1,0.315762230160706
4690,M,303.4,311.5,1560,36.4,114.0,0,0,0,0,0,0,0,0,1,0.315762230155693
7368,M,299.5,310.0115802171291,1359,61.1,67.0,0,0,0,0,0,0,0,0,1,0.31576223014237925
4826,L,303.3,311.8,1692,30.6,18.0,0,0,0,0,0,0,0,1,0,0.3157622301612072
7589,L,300.4,311.1,2013,20.1,195.0,0,0,0,0,0,0,0,1,0,0.31576223016916327
9023,L,297.4,310.0115802171291,1548,46.6,7.0,0,0,0,0,0,0,0,1,0,0.31576223015509125
6035,M,300.6,310.8,1389,48.1,88.0,0,0,0,0,0,0,0,0,1,0.3157622301448922
27,L,299.1,309.5,1512,39.0,75.0,0,0,0,0,0,0,0,1,0,0.31576223015316407
1334,M,299.0,310.3,1558,35.4,223.0,0,0,0,0,0,0,0,0,1,0.315762230155594
4264,L,302.6,311.0,1620,36.2,139.0,0,0,0,0,0,0,0,1,0,0.3157622301584317
7139,L,300.6,310.1,1297,50.0,130.0,0,0,0,0,0,0,0,1,0,0.31576223013638544
8458,L,298.6,309.9,1393,45.5,38.0,0,0,0,0,0,0,0,1,0,0.3157622301452104
5246,L,303.6,313.0,1575,38.3,54.0,0,0,0,0,0,0,0,1,0,0.3157622301564187
825,L,296.6,307.4,1436,42.8,156.0,0,0,0,0,0,0,0,1,0,0.3157622301484032
5099,L,304.2,313.4,1475,40.2,98.0,0,0,0,0,0,0,0,1,0,0.31576223015097377
3825,L,302.3,310.9,1620,30.3,108.0,0,0,0,0,0,0,0,1,0,0.3157622301584317
1088,H,296.9,307.8,1549,35.8,206.0,1,1,0,0,0,0,1,0,0,0.3157622301551421
757,L,296.8,310.0115802171291,1584,40.4,227.0,0,0,0,0,0,0,0,1,0,0.31576223015684046
1325,M,298.8,310.1,1243,74.5,194.0,1,0,0,1,1,0,0,0,1,0.3157622301301004
2728,L,299.7,309.3,1434,38.5,127.0,0,0,0,0,0,0,0,1,0,0.3157622301482635
7155,L,300.3,310.1,1483,39.9,174.0,0,0,0,0,0,0,0,1,0,0.3157622301514667
5582,M,302.5,312.1,1454,47.6,37.0,0,0,0,0,0,0,0,0,1,0.3157622301496253
5877,L,301.5,311.1,1426,52.1,121.0,0,0,0,0,0,0,0,1,0,0.3157622301476963
5310,M,303.9,313.2,1422,48.0,215.0,1,1,0,0,0,0,0,0,1,0.3157622301474077
5294,M,303.9,313.4,1464,49.1,171.0,0,0,0,0,0,0,0,0,1,0.31576223015027743
1591,L,298.2,308.4,1497,37.7,207.0,0,0,0,0,0,0,0,1,0,0.3157622301523032
1502,M,298.0,308.7,1436,48.2,201.0,0,0,0,0,0,0,0,0,1,0.3157622301484032
2817,L,300.1,309.4,1434,47.3,127.0,0,0,0,0,0,0,0,1,0,0.3157622301482635
2753,M,299.7,309.1,1851,24.7,189.0,0,0,0,0,0,0,0,0,1,0.3157622301658617
8488,L,298.4,309.4,1392,50.1,117.0,0,0,0,0,0,0,0,1,0,0.3157622301451312
7284,M,300.0,310.2,1443,58.7,68.0,0,0,0,0,0,0,0,0,1,0.31576223014888605
5987,L,300.6,310.7,1440,52.5,200.0,0,0,0,0,0,0,0,1,0,0.3157622301486803
1789,L,298.3,308.0,1442,47.3,65.0,0,0,0,0,0,0,0,1,0,0.31576223014881766
5335,M,303.4,312.6,2706,9.8,65.0,1,0,0,1,0,0,0,0,1,0.3157622301757628
8236,M,299.2,310.6,1443,50.9,85.0,0,0,0,0,0,0,0,0,1,0.31576223014888605
7339,L,299.8,310.5,1496,38.8,215.0,0,0,0,0,0,0,0,1,0,0.3157622301522445
5844,L,301.5,311.2,1700,28.8,39.0,0,0,0,0,0,0,0,1,0,0.31576223016148597
9875,M,298.9,309.9,1449,44.1,112.0,0,0,0,0,0,0,0,0,1,0.31576223014929217
957,H,295.6,306.2,1632,32.2,76.0,0,0,0,0,0,0,1,0,0,0.31576223015893
8905,L,297.4,308.7,1584,38.2,154.0,0,0,0,0,0,0,0,1,0,0.31576223015684046
5761,M,301.9,311.3,1522,35.6,63.0,0,0,0,0,0,0,0,0,1,0.31576223015371846
6741,L,301.8,311.2,1417,55.9,156.0,0,0,0,0,0,0,0,1,0,0.31576223014704213
6959,L,300.6,311.0,1563,40.7,87.0,0,0,0,0,0,0,0,1,0,0.3157622301558405
7575,L,300.4,311.1,1487,37.4,162.0,0,0,0,0,0,0,0,1,0,0.31576223015170907
2569,L,299.6,309.2,1450,43.1,160.0,0,0,0,0,0,0,0,1,0,0.31576223014935917
4257,M,302.6,311.0,1591,33.9,119.0,0,0,0,0,0,0,0,0,1,0.31576223015716165
2612,L,299.4,309.1,1957,22.1,55.0,0,0,0,0,0,0,0,1,0,0.31576223016814936
1592,L,300.1,310.0115802171291,1355,49.4,209.0,0,0,0,0,0,0,0,1,0,0.3157622301420265
4169,L,302.2,310.6,1632,30.5,108.0,0,0,0,0,0,0,0,1,0,0.31576223015893
7416,L,300.1,311.2,1489,39.1,188.0,0,0,0,0,0,0,0,1,0,0.3157622301518292
8089,L,300.1,311.4,1356,45.7,149.0,0,0,0,0,0,0,0,1,0,0.3157622301421151
3947,M,302.2,311.3,1658,31.0,2.0,0,0,0,0,0,0,0,0,1,0.315762230159959
1411,M,298.9,310.1,1469,53.2,189.0,0,0,0,0,0,0,0,0,1,0.3157622301505966
3557,L,301.9,310.0115802171291,1735,31.5,66.0,0,0,0,0,0,0,0,1,0,0.31576223016264354
1749,H,298.4,307.7,1626,31.1,166.0,0,0,0,0,0,1,1,0,0,0.31576223015868277
9886,L,298.8,310.0115802171291,1613,27.7,143.0,0,0,0,0,0,0,0,1,0,0.3157622301581338
495,L,297.6,309.4,1326,49.8,199.0,0,0,0,0,0,0,0,1,0,0.31576223013933435
2383,L,299.1,308.3,1601,31.4,121.0,0,0,0,0,0,0,0,1,0,0.31576223015761046
6269,L,300.9,310.5,1616,33.5,25.0,0,0,0,0,0,0,0,1,0,0.31576223015826216
5402,M,302.6,312.3,1454,54.8,253.0,1,1,0,0,1,0,0,0,1,0.3157622301496253
5043,L,304.1,313.2,1569,35.8,146.0,0,0,0,0,0,0,0,1,0,0.31576223015613186
9644,L,299.4,310.0115802171291,1509,40.6,175.0,0,0,0,0,0,0,0,1,0,0.3157622301529947
8016,M,301.0,312.0,1558,37.5,190.0,0,0,0,0,0,0,0,0,1,0.315762230155594
3345,L,301.4,310.7,1706,27.9,170.0,0,0,0,0,0,0,0,1,0,0.31576223016169147
4418,L,302.6,310.4,1365,66.8,80.0,1,0,1,1,0,0,0,1,0,0.31576223014290034
558,M,297.5,309.4,1433,48.3,139.0,0,0,0,0,0,0,0,0,1,0.3157622301481933
2909,L,300.7,309.5,1251,59.9,120.0,0,0,0,0,0,0,0,1,0,0.31576223013110355
6499,H,300.8,309.9,2041,19.2,194.0,0,0,0,0,0,0,1,0,0,0.3157622301696277
6155,M,301.0,310.9,1765,24.2,179.0,0,0,0,0,0,0,0,0,1,0.31576223016356114
1826,M,298.0,310.0115802171291,1784,27.8,163.0,0,0,0,0,0,0,0,0,1,0.31576223016410954
9646,L,299.4,310.5,1749,28.1,179.0,0,0,0,0,0,0,0,1,0,0.3157622301630799
195,M,298.2,308.5,2678,10.7,86.0,1,0,0,1,0,0,0,0,1,0.3157622301756204
348,L,297.5,308.3,1544,40.8,37.0,0,0,0,0,0,0,0,1,0,0.31576223015488625
5033,M,300.1,313.1,1694,31.4,116.0,0,0,0,0,0,0,0,0,1,0.3157622301612774
9422,M,298.1,308.5,1382,54.5,17.0,0,0,0,0,0,0,0,0,1,0.3157622301443261
6825,L,300.1,310.7,1740,25.3,108.0,0,0,0,0,0,0,0,1,0,0.3157622301628011
7378,L,299.5,310.0,1349,52.7,92.0,0,0,0,0,0,0,0,1,0,0.3157622301414892
565,H,297.6,309.6,1669,32.1,155.0,0,0,0,0,0,0,1,0,0,0.3157622301603744
7773,H,300.3,311.5,1464,41.0,29.0,0,0,0,0,0,0,1,0,0,0.31576223015027743
46,L,298.8,309.1,1489,49.1,108.0,0,0,0,0,0,0,0,1,0,0.3157622301518292
9348,M,298.2,308.7,1426,42.6,23.0,0,0,0,0,0,0,0,0,1,0.3157622301476963
2104,M,299.3,309.1,1376,46.7,49.0,0,0,0,0,0,0,0,0,1,0.3157622301438312
8284,H,298.9,310.6,1615,33.0,221.0,0,0,0,0,0,0,1,0,0,0.31576223015821947
1412,L,298.9,310.1,1944,23.4,192.0,0,0,0,0,0,0,0,1,0,0.3157622301678963
9841,H,298.3,309.2,1486,42.4,16.0,0,0,0,0,0,0,1,0,0,0.3157622301516487
8038,L,300.1,311.8,1603,34.1,17.0,0,0,0,0,0,0,0,1,0,0.31576223015769883
1935,L,300.1,307.9,1698,33.3,40.0,0,0,0,0,0,0,0,1,0,0.3157622301614168
5702,M,302.5,311.9,1347,54.3,125.0,0,0,0,0,0,0,0,0,1,0.31576223014130783
1571,L,298.2,308.4,1452,43.5,158.0,0,0,0,0,0,0,0,1,0,0.3157622301494926
2237,M,299.3,308.5,1422,43.1,186.0,0,0,0,0,0,0,0,0,1,0.3157622301474077
3103,L,299.9,310.0115802171291,1412,48.3,198.0,0,0,0,0,0,0,0,1,0,0.31576223014667115
7961,H,300.1,312.2,1491,42.6,52.0,0,0,0,0,0,0,1,0,0,0.3157622301519487
3582,M,300.1,310.6,1459,40.2,128.0,0,0,0,0,0,0,0,0,1,0.3157622301499537
1765,H,300.1,307.6,1318,55.7,0.0,0,0,0,0,0,0,1,0,0,0.31576223013854776
2741,L,299.6,309.0,1525,42.8,160.0,0,0,0,0,0,0,0,1,0,0.3157622301538819
9227,L,298.0,309.1,1822,23.5,122.0,0,0,0,0,0,0,0,1,0,0.31576223016513616
888,H,300.1,306.2,2161,16.5,105.0,0,0,0,0,0,0,1,0,0,0.3157622301713465
4939,M,303.5,312.4,1606,30.1,98.0,0,0,0,0,0,0,0,0,1,0.3157622301578305
6267,L,300.8,310.4,1368,46.8,21.0,0,0,0,0,0,0,0,1,0,0.3157622301431573
5015,L,303.8,313.0,1452,38.6,72.0,0,0,0,0,0,0,0,1,0,0.3157622301494926
284,L,298.2,308.2,1469,43.0,88.0,0,0,0,0,0,0,0,1,0,0.3157622301505966
3881,L,302.5,311.6,1595,29.5,35.0,0,0,0,0,0,0,0,1,0,0.31576223015734256
1998,L,298.3,308.1,1672,41.3,0.0,0,0,0,0,0,0,0,1,0,0.31576223016048577
4348,H,301.9,309.8,1724,27.5,126.0,0,0,0,0,0,0,1,0,0,0.31576223016229027
3521,L,301.9,311.0,1669,32.2,191.0,0,0,0,0,0,0,0,1,0,0.3157622301603744
9317,H,298.5,309.4,1417,41.2,155.0,0,0,0,0,0,0,1,0,0,0.31576223014704213
7771,L,300.3,311.5,1548,32.2,25.0,0,0,0,0,0,0,0,1,0,0.31576223015509125
4716,L,303.4,311.7,1476,42.3,180.0,0,0,0,0,0,0,0,1,0,0.315762230151036
4679,H,300.1,311.7,1476,40.1,85.0,0,0,0,0,0,0,1,0,0,0.315762230151036
2905,L,300.6,309.4,2496,13.5,111.0,0,0,0,0,0,0,0,1,0,0.31576223017452293
8201,L,300.1,310.8,1426,42.4,0.0,0,0,0,0,0,0,0,1,0,0.3157622301476963
5649,L,300.1,311.9,1401,44.9,203.0,0,0,0,0,0,0,0,1,0,0.31576223014583554
6533,H,301.2,310.6,1352,52.0,69.0,0,0,0,0,0,0,1,0,0,0.315762230141759
4752,L,303.3,311.4,1510,37.3,36.0,0,0,0,0,0,0,0,1,0,0.3157622301530513
8340,M,298.8,309.7,1499,40.3,154.0,0,0,0,0,0,0,0,0,1,0.3157622301524201
5968,L,300.4,310.0115802171291,1390,52.5,144.0,0,0,0,0,0,0,0,1,0,0.31576223014497207
3980,L,302.3,311.3,1439,41.8,96.0,0,0,0,0,0,0,0,1,0,0.3157622301486114
876,M,295.8,306.3,1444,45.5,76.0,0,0,0,0,0,0,0,0,1,0.3157622301489542
2936,M,300.1,309.7,1680,28.2,189.0,0,0,0,0,0,0,0,0,1,0.31576223016077865
759,L,296.8,310.0115802171291,1497,41.7,231.0,0,0,0,0,0,0,0,1,0,0.3157622301523032
4058,L,302.0,310.9,1495,38.6,52.0,0,0,0,0,0,0,0,1,0,0.3157622301521857
9777,M,298.6,309.6,1397,54.1,47.0,0,0,0,0,0,0,0,0,1,0.31576223014552485
2161,L,299.4,309.0,1507,41.0,213.0,0,0,0,0,0,0,0,1,0,0.3157622301528811
4721,M,303.4,311.7,1353,44.1,108.0,1,0,1,0,0,0,0,0,1,0.31576223014184845
6833,M,301.1,311.1,1384,42.5,185.0,0,0,0,0,0,0,0,0,1,0.31576223014448906
